"File","Line","Column","Severity","Rule","Message","Route or component","Public or private","Introduced by current feature branch","Pre-existing","Proposed fix","Behavioural risk","Batch","Status"
"src/app/partners/register/page.js","76","28","error","react/no-unescaped-entities","`'` can be escaped with `&apos;`, `&lsquo;`, `&#39;`, `&rsquo;`","/partners/register","Public","Yes","No","Use typographic punctuation, entity, or string expression without changing copy","Low","3","Open"
"src/app/passport/[id]/page.js","160","28","error","react/no-unescaped-entities","`'` can be escaped with `&apos;`, `&lsquo;`, `&#39;`, `&rsquo;`","/passport/[id]","Public","No","Yes","Use typographic punctuation, entity, or string expression without changing copy","Low","3","Open"
"src/app/passport/[id]/page.js","161","110","error","react/no-unescaped-entities","`'` can be escaped with `&apos;`, `&lsquo;`, `&#39;`, `&rsquo;`","/passport/[id]","Public","No","Yes","Use typographic punctuation, entity, or string expression without changing copy","Low","3","Open"
"src/app/peb-building-contractors-chennai/page.js","65","11","error","@next/next/no-html-link-for-pages","Do not use an `<a>` element to navigate to `/contact/`. Use `<Link />` from `next/link` instead. See: https://nextjs.org/docs/messages/no-html-link-for-pages","/peb-building-contractors-chennai","Public","No","Yes","Use next/link for internal navigation; preserve external anchors","Medium","2","Open"
"src/app/peb-building-contractors-chennai/page.js","91","382","error","react/no-unescaped-entities","`'` can be escaped with `&apos;`, `&lsquo;`, `&#39;`, `&rsquo;`","/peb-building-contractors-chennai","Public","No","Yes","Use typographic punctuation, entity, or string expression without changing copy","Low","3","Open"
"src/app/peb-building-contractors-chennai/page.js","192","156","error","react/no-unescaped-entities","`'` can be escaped with `&apos;`, `&lsquo;`, `&#39;`, `&rsquo;`","/peb-building-contractors-chennai","Public","No","Yes","Use typographic punctuation, entity, or string expression without changing copy","Low","3","Open"
"src/app/peb-building-contractors-chennai/page.js","193","11","error","@next/next/no-html-link-for-pages","Do not use an `<a>` element to navigate to `/contact/`. Use `<Link />` from `next/link` instead. See: https://nextjs.org/docs/messages/no-html-link-for-pages","/peb-building-contractors-chennai","Public","No","Yes","Use next/link for internal navigation; preserve external anchors","Medium","2","Open"
"src/app/projects/page.js","111","19","error","react/no-unescaped-entities","`'` can be escaped with `&apos;`, `&lsquo;`, `&#39;`, `&rsquo;`","/projects","Public","No","Yes","Use typographic punctuation, entity, or string expression without changing copy","Low","3","Open"
"src/app/projects/page.js","114","13","error","@next/next/no-html-link-for-pages","Do not use an `<a>` element to navigate to `/contact/`. Use `<Link />` from `next/link` instead. See: https://nextjs.org/docs/messages/no-html-link-for-pages","/projects","Public","No","Yes","Use next/link for internal navigation; preserve external anchors","Medium","2","Open"
"src/app/projects/page.js","115","13","error","@next/next/no-html-link-for-pages","Do not use an `<a>` element to navigate to `/cost-estimator/`. Use `<Link />` from `next/link` instead. See: https://nextjs.org/docs/messages/no-html-link-for-pages","/projects","Public","No","Yes","Use next/link for internal navigation; preserve external anchors","Medium","2","Open"
"src/app/projects/page.js","267","25","error","react/no-unescaped-entities","`""` can be escaped with `&quot;`, `&ldquo;`, `&#34;`, `&rdquo;`","/projects","Public","No","Yes","Use typographic punctuation, entity, or string expression without changing copy","Low","3","Open"
"src/app/projects/page.js","267","35","error","react/no-unescaped-entities","`""` can be escaped with `&quot;`, `&ldquo;`, `&#34;`, `&rdquo;`","/projects","Public","No","Yes","Use typographic punctuation, entity, or string expression without changing copy","Low","3","Open"
"src/app/properties/PropertyMarketplaceClient.js","26","5","error","react-compiler","Error: Calling setState synchronously within an effect can trigger cascading renders","src/app/properties/PropertyMarketplaceClient.js","Public","No","Yes","Inspect component; refactor compiler/parser violation without suppression","High","1","Open"
"src/app/properties/PropertyMarketplaceClient.js","27","6","warning","react-hooks/exhaustive-deps","React Hook useEffect has a missing dependency: 'fetchProperties'. Either include it or remove the dependency array","src/app/properties/PropertyMarketplaceClient.js","Public","No","Yes","Classify effect and stabilise dependencies/cleanup without request loops","High","4","Open"
"src/app/properties/buy/page.js","24","92","error","react/no-unescaped-entities","`'` can be escaped with `&apos;`, `&lsquo;`, `&#39;`, `&rsquo;`","/properties/buy","Public","No","Yes","Use typographic punctuation, entity, or string expression without changing copy","Low","3","Open"
"src/app/properties/buy/page.js","27","13","error","@next/next/no-html-link-for-pages","Do not use an `<a>` element to navigate to `/property-passport/`. Use `<Link />` from `next/link` instead. See: https://nextjs.org/docs/messages/no-html-link-for-pages","/properties/buy","Public","No","Yes","Use next/link for internal navigation; preserve external anchors","Medium","2","Open"
"src/app/properties/buy/page.js","27","13","error","@next/next/no-html-link-for-pages","Do not use an `<a>` element to navigate to `/property-passport/`. Use `<Link />` from `next/link` instead. See: https://nextjs.org/docs/messages/no-html-link-for-pages","/properties/buy","Public","No","Yes","Use next/link for internal navigation; preserve external anchors","Medium","2","Open"
"src/app/properties/buy/page.js","28","13","error","@next/next/no-html-link-for-pages","Do not use an `<a>` element to navigate to `/contact/`. Use `<Link />` from `next/link` instead. See: https://nextjs.org/docs/messages/no-html-link-for-pages","/properties/buy","Public","No","Yes","Use next/link for internal navigation; preserve external anchors","Medium","2","Open"
"src/app/properties/rent/page.js","24","93","error","react/no-unescaped-entities","`'` can be escaped with `&apos;`, `&lsquo;`, `&#39;`, `&rsquo;`","/properties/rent","Public","No","Yes","Use typographic punctuation, entity, or string expression without changing copy","Low","3","Open"
"src/app/properties/rent/page.js","27","13","error","@next/next/no-html-link-for-pages","Do not use an `<a>` element to navigate to `/properties/list-your-property/`. Use `<Link />` from `next/link` instead. See: https://nextjs.org/docs/messages/no-html-link-for-pages","/properties/rent","Public","No","Yes","Use next/link for internal navigation; preserve external anchors","Medium","2","Open"
"src/app/properties/rent/page.js","28","13","error","@next/next/no-html-link-for-pages","Do not use an `<a>` element to navigate to `/contact/`. Use `<Link />` from `next/link` instead. See: https://nextjs.org/docs/messages/no-html-link-for-pages","/properties/rent","Public","No","Yes","Use next/link for internal navigation; preserve external anchors","Medium","2","Open"
"src/app/services/[slug]/page.js","48","3","error","react-compiler","Error: This value cannot be modified","/services/[slug]","Public","Yes","No","Inspect component; refactor compiler/parser violation without suppression","High","1","Open"
"src/app/specifications/page.js","109","13","error","@next/next/no-html-link-for-pages","Do not use an `<a>` element to navigate to `/cost-estimator/`. Use `<Link />` from `next/link` instead. See: https://nextjs.org/docs/messages/no-html-link-for-pages","/specifications","Public","Yes","No","Use next/link for internal navigation; preserve external anchors","Medium","2","Open"
"src/app/specifications/page.js","110","13","error","@next/next/no-html-link-for-pages","Do not use an `<a>` element to navigate to `/contact/`. Use `<Link />` from `next/link` instead. See: https://nextjs.org/docs/messages/no-html-link-for-pages","/specifications","Public","Yes","No","Use next/link for internal navigation; preserve external anchors","Medium","2","Open"
"src/app/steel-construction-chennai/page.js","56","11","error","@next/next/no-html-link-for-pages","Do not use an `<a>` element to navigate to `/contact/`. Use `<Link />` from `next/link` instead. See: https://nextjs.org/docs/messages/no-html-link-for-pages","/steel-construction-chennai","Public","No","Yes","Use next/link for internal navigation; preserve external anchors","Medium","2","Open"
"src/app/steel-construction-chennai/page.js","104","67","error","react/no-unescaped-entities","`'` can be escaped with `&apos;`, `&lsquo;`, `&#39;`, `&rsquo;`","/steel-construction-chennai","Public","No","Yes","Use typographic punctuation, entity, or string expression without changing copy","Low","3","Open"
"src/app/steel-construction-chennai/page.js","107","281","error","react/no-unescaped-entities","`'` can be escaped with `&apos;`, `&lsquo;`, `&#39;`, `&rsquo;`","/steel-construction-chennai","Public","No","Yes","Use typographic punctuation, entity, or string expression without changing copy","Low","3","Open"
"src/app/steel-construction-chennai/page.js","171","156","error","react/no-unescaped-entities","`'` can be escaped with `&apos;`, `&lsquo;`, `&#39;`, `&rsquo;`","/steel-construction-chennai","Public","No","Yes","Use typographic punctuation, entity, or string expression without changing copy","Low","3","Open"
"src/app/steel-construction-chennai/page.js","172","11","error","@next/next/no-html-link-for-pages","Do not use an `<a>` element to navigate to `/contact/`. Use `<Link />` from `next/link` instead. See: https://nextjs.org/docs/messages/no-html-link-for-pages","/steel-construction-chennai","Public","No","Yes","Use next/link for internal navigation; preserve external anchors","Medium","2","Open"
"src/app/structural-plan-review-chennai/page.js","66","11","error","@next/next/no-html-link-for-pages","Do not use an `<a>` element to navigate to `/contact/`. Use `<Link />` from `next/link` instead. See: https://nextjs.org/docs/messages/no-html-link-for-pages","/structural-plan-review-chennai","Public","Yes","No","Use next/link for internal navigation; preserve external anchors","Medium","2","Open"
"src/app/structural-plan-review-chennai/page.js","219","11","error","@next/next/no-html-link-for-pages","Do not use an `<a>` element to navigate to `/contact/`. Use `<Link />` from `next/link` instead. See: https://nextjs.org/docs/messages/no-html-link-for-pages","/structural-plan-review-chennai","Public","Yes","No","Use next/link for internal navigation; preserve external anchors","Medium","2","Open"
"src/app/supplier/dashboard/page.js","29","5","error","react-compiler","Error: Calling setState synchronously within an effect can trigger cascading renders","/supplier/dashboard","Private","No","Yes","Inspect component; refactor compiler/parser violation without suppression","High","1","Open"
"src/app/supplier/dashboard/page.js","43","67","error","react/no-unescaped-entities","`'` can be escaped with `&apos;`, `&lsquo;`, `&#39;`, `&rsquo;`","/supplier/dashboard","Private","No","Yes","Use typographic punctuation, entity, or string expression without changing copy","Low","3","Open"
